"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV101107-60B [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.1318658921838","0.601243248751656","","17.1507184347294","","","","4.59","5.84938347090594","2.6087842657699","9.17150718434729E-02","","2.17059003362886","4.05584428818914","0.234382961377764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.44","38.23","","","","28","143","63","","","","","","41","1192","8.29","132","9.16","","","","","","","","","","","","","1181.7","30.14","56.05","6.05","21.43","3.42","1.04","2.43","0.31","1.45","0.26","0.68","","0.64","0.1","3.2","0.62","","","","","","","","","7.17","","6.48","2.08","","","","","","","","","","","","","","","","","","","","","","","","","889814",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV101107-57A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.7314332413934","0.623148431913372","","17.2438451322913","","","","5.06","6.35407089590356","3.27919092859332","9.19399325773828E-02","","1.84901419961181","3.97384819695577","0.234957605475534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.25","57.38","","","","41","152","62","","","","","","35","1100","8.44","98","6.99","","","","","","","","","","","","","1006.95","21.68","39.86","4.49","16.8","2.88","0.92","2.19","0.29","1.39","0.26","0.69","","0.63","0.1","2.61","0.49","","","","","","","","","7.3","","4.42","1.51","","","","","","","","","","","","","","","","","","","","","","","","","889815",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100727 [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.1519632840388","0.57113717491076","","17.2463029066803","","","","4.45","5.88475267720551","2.61091279959204","9.17899031106578E-02","","2.01937786843447","4.25293217746048","0.224375318714941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.58","50.99","","","","34","163","58","","","","","","38","1178","7.36","123","10.44","","","","","","","","","","","","","1197.7","27.79","53.16","5.2","18.32","3.12","1.04","2.55","0.35","1.37","0.28","0.76","","0.6","0.06","2.67","0.52","","","","","","","","","10.89","","5.74","2.14","","","","","","","","","","","","","","","","","","","","","","","","","889816",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_WBV22100725A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.2136238672233","0.54984217493127","","17.1571123103554","","","","4.32","6.07881071174015","2.93249159963344","7.12758374910905E-02","","1.37460543732817","4.63292943692089","0.193462987475817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.43","92.88","","","","41","179","92","","","","","","18","971","6.3","78","6.67","","","","","","","","","","","","","780.43","15.21","32.31","3.34","12.7","2.3","0.79","1.97","0.28","1.21","0.26","0.69","","0.48","0.03","1.72","0.34","","","","","","","","","7.35","","2.14","1.06","","","","","","","","","","","","","","","","","","","","","","","","","889817",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV10110759 [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.3373941771629","0.578154036754078","","17.7162915548214","","","","4.41","5.40986991534173","2.34358868469957","7.22692545942598E-02","","2.09580838323353","4.30518273797233","0.237456122238282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.17","80.67","","","","35","121","58","","","","","","39","1138","6.7","123","13.13","","","","","","","","","","","","","1234.49","26.2","56.19","5.35","17.56","3.09","1.07","2.78","0.35","1.3","0.26","0.65","","0.65","0.07","2.57","0.63","","","","","","","","","13.96","","5.69","3.56","","","","","","","","","","","","","","","","","","","","","","","","","889818",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100732 [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.4411222609052","0.573417980749539","","17.4278107720664","","","","4.33","5.76489862789269","2.54966209297563","8.19168543927913E-02","","1.98648371902519","4.14704075363506","0.215031742781077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173.95","66.61","","","","34","179","61","","","","","","37","1167","7.2","119","11.73","","","","","","","","","","","","","1229.36","27.25","54.84","5.4","18.21","3.07","1.05","2.75","0.34","1.24","0.24","0.6","","0.65","0.1","2.54","0.6","","","","","","","","","13.13","","5.61","2.86","","","","","","","","","","","","","","","","","","","","","","","","","889819",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_WBV22100726A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","63.148717948718","0.543589743589744","","17.548717948718","","","","4.01","5.62051282051282","2.12307692307692","7.17948717948718E-02","","1.94871794871795","4.35897435897436","0.174358974358974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143.77","30.98","","","","23","101","54","","","","","","28","1317","5.93","93","8.06","","","","","","","","","","","","","1083.16","21.11","42.55","4.21","15.1","2.66","0.89","2.28","0.31","1.17","0.27","0.71","","0.52","0.06","2.42","0.44","","","","","","","","","13.38","","4.1","1.69","","","","","","","","","","","","","","","","","","","","","","","","","889820",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_WVB22100723B [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","63.5554190973288","0.52195271722444","","17.5519394125473","","","","3.81","5.56749565039402","2.03663903387576","7.16405690308055E-02","","1.94452973083615","4.33937160986593","0.173984239074813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.65","32.33","","","","23","85","52","","","","","","27","1326","6.16","93","7.91","","","","","","","","","","","","","1054.94","21.02","42.47","4.21","15.26","2.63","0.88","2.14","0.29","1.19","0.25","0.58","","0.5","0.06","2.41","0.42","","","","","","","","","13.68","","4.21","1.65","","","","","","","","","","","","","","","","","","","","","","","","","889821",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_BM30100744A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","59.2137342543681","0.619666802112962","","17.2897196261682","","","","5.71","7.0296627387241","3.63673303535148","9.14262494920764E-02","","2.27549776513612","3.29134498171475","0.203169443315725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229.91","55.28","","","","53","195","55","","","","","","29","1254","8.94","86","5.28","","","","","","","","","","","","","949.66","19.08","43.21","5","18.57","3.45","1.15","3.38","0.46","2.26","0.42","0.98","","0.81","0.1","2.28","0.3","","","","","","","","","7.14","","4.51","2.53","","","","","","","","","","","","","","","","","","","","","","","","","889822",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077A7GM [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","57.1050219007844","0.896404196801467","","17.1233574411735","","","","6.64","8.02689212590404","3.12722827747784","0.112050524600183","","2.81144952633187","3.0762962208414","0.34633798512784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219.23","12.88","","","","16","96","73","","","","","","40","1579","13.75","149","7","","","","","","","","","","","","","1200.18","46.47","89.03","10.67","41.93","7.32","1.97","4.8","0.57","2.59","0.45","1.17","","0.99","0.15","4.35","0.47","","","","","","","","","8.4","","11.91","3.47","","","","","","","","","","","","","","","","","","","","","","","","","889823",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077A7GX [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.3674007916371","0.659697554044453","","16.4416928854156","","","","5.22","6.57667715416624","3.93788693798843","8.11935451131635E-02","","3.05490713488278","2.8823708515173","0.192834669643763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200.05","66.76","","","","58","106","52","","","","","","44","1349","9.26","124","5.74","","","","","","","","","","","","","1128.59","23.76","51.49","5.76","21.63","4.22","1.28","3.68","0.5","2.37","0.44","1.04","","0.82","0.1","3.78","0.37","","","","","","","","","12.75","","9.05","2.78","","","","","","","","","","","","","","","","","","","","","","","","","889824",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077A7IM [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.5145867098866","0.648298217179903","","16.5822528363047","","","","5.14","6.48298217179903","3.78849270664506","8.10372771474878E-02","","3.11993517017828","2.87682333873582","0.192463533225284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209.21","82.73","","","","53","296","51","","","","","","45","1373","8.35","125","6.52","","","","","","","","","","","","","1199.47","22.8","53.29","5.64","20.32","3.45","1.19","3.51","0.48","2.17","0.4","0.9","","0.73","0.07","3.03","0.35","","","","","","","","","13.73","","8.32","3.44","","","","","","","","","","","","","","","","","","","","","","","","","889825",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077B7IM [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","59.8498681274092","0.689795090282005","","16.4130655305336","","","","5.81","6.76607831203084","3.79387299655103","0.101440454453236","","2.84033272469061","2.8809089064719","0.213024954351796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.94","48.87","","","","46","65","67","","","","","","40","1392","11.08","119","6.62","","","","","","","","","","","","","1112.4","24","54.42","6.1","23.02","4.17","1.33","3.8","0.53","2.54","0.46","1.12","","0.95","0.12","3.25","0.41","","","","","","","","","12.39","","7.97","2.94","","","","","","","","","","","","","","","","","","","","","","","","","889826",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077BHS [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.439226798907","0.637587288735958","","16.3951017103532","","","","5.18","6.69972674830483","3.84576459872483","8.09634652363121E-02","","3.0867321121344","2.86408258273454","0.192288229936241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226.45","69.11","","","","54","117","52","","","","","","44","1394","8.22","123","5.97","","","","","","","","","","","","","1161.28","22.73","52.53","5.58","20.35","3.42","1.19","3.49","0.47","2.21","0.41","0.89","","0.71","0.07","3.22","0.34","","","","","","","","","15.28","","8.61","3.18","","","","","","","","","","","","","","","","","","","","","","","","","889827",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077BHX [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","59.9510603588907","0.683115823817292","","16.3845840130506","","","","5.64","6.84135399673736","3.65008156606852","9.17618270799347E-02","","3.09951060358891","2.80383360522023","0.224306688417618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.91","44.94","","","","41","206","57","","","","","","47","1541","10.98","129","7.43","","","","","","","","","","","","","1235.95","28.85","66.25","7.09","25.81","4.37","1.42","3.94","0.55","2.52","0.45","1.08","","0.9","0.11","3.49","0.45","","","","","","","","","13.48","","10.07","3.42","","","","","","","","","","","","","","","","","","","","","","","","","889828",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077C7GX [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","59.8982706002035","0.701932858596134","","16.2970498474059","","","","5.75","6.81586978636826","3.67243133265514","0.101729399796541","","3.10274669379451","2.79755849440488","0.223804679552391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.14","40.37","","","","41","205","56","","","","","","48","1526","10.49","127","7.4","","","","","","","","","","","","","1238.65","28.53","65.65","6.98","25.42","4.2","1.36","3.87","0.53","2.45","0.45","1.06","","0.89","0.1","3.48","0.44","","","","","","","","","12.7","","10.25","3.44","","","","","","","","","","","","","","","","","","","","","","","","","889829",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077C7HX [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.4942037827944","0.650803335367094","","16.331096196868","","","","5.19","6.60972137482205","3.81330079316657","8.13504169208867E-02","","3.15232865568436","2.88793980069148","0.213544844417328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.16","67.98","","","","54","234","54","","","","","","45","1435","8.65","129","6.74","","","","","","","","","","","","","1207.59","24.62","58.59","6.11","22.26","3.79","1.24","3.61","0.48","2.18","0.4","0.91","","0.71","0.07","3.12","0.37","","","","","","","","","16.92","","8.51","3.17","","","","","","","","","","","","","","","","","","","","","","","","","889830",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH261007-7GX [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.0673538116134","0.693948362077763","","16.5425043371773","","","","5.79","6.54148382488009","3.73507500765384","0.102051229717318","","2.87784467802837","2.79620369425452","0.204102459434636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207.5","42.5","","","","42","237","56","","","","","","41","1350","11.25","119","5.89","","","","","","","","","","","","","1125.45","21.54","50.21","5.48","20.55","3.83","1.28","3.63","0.5","2.48","0.46","1.1","","0.94","0.12","3.26","0.38","","","","","","","","","13.09","","7.77","2.9","","","","","","","","","","","","","","","","","","","","","","","","","889831",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / AGUACATE UNIT","CERRO AGUACATE","8.8","8.8","-80.59","-80.59","SAE","","","s_PH2610077D7GX [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.7758638367682","0.635701835332718","","16.620527017328","","","","5.23","6.24423254383267","2.58382036296524","0.09227929867733","","3.04521685635189","2.97344406849175","0.215318363580437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.46","19.06","","","","14","198","55","","","","","","48","1381","11.1","126","4.2","","","","","","","","","","","","","1095.83","24.51","46.57","5.52","21.34","3.95","1.19","3.04","0.39","1.88","0.36","0.93","","0.83","0.12","3.67","0.41","","","","","","","","","11.4","","9.48","2.66","","","","","","","","","","","","","","","","","","","","","","","","","889832",
